paper_id,title,venue,year,citations,clean_accuracy_source_target_separate,transfer_denominator_clean_correct,conditions_on_source_attack_success,reports_absolute_counts,numeric_linf_or_l2_budget,artifacts_sufficient_to_recompute,evidence
9f4c17aebbb181756fab86ade02deadd90d5d4f9,How Robust is Google's Bard to Adversarial Image Attacks?,arXiv.org,2023,223,unclear,unclear,unclear,yes,yes,unclear,"f1=no_clean_accuracy_defined_for_outcome; Tables 1 and 3 'No Attack' rows; Clean-image misdescription and rejection rates are reported for every commercial target (positive baseline evidence), but surrogate clean performance is not, and the outcome is judged description quality rather than classification accuracy. | f2=unresolved_scope; Sections 3.2-4.2; The two 100-image description scopes explicitly evaluate all images (no); the 20-image ablation and defense-evasion scopes are unresolved. | f3=unresolved_scope; Sections 3.1-3.3, 4.1; Surrogate objectives define no success event and no selection by surrogate success is described for any scope. | f4=unique_reconstruction_known_denominators; Tables 1-4; Section 4.2; Every transfer rate is an integer percentage of an explicitly stated set of 100 images (Tables 1, 3, 4 and the 36% toxicity result) or 20 images (Table 2, multiples of 5%), so each numerator is uniquely determined (e.g., 22/100, 3/20). This is reconstruction mode, not literal count reporting. | f5=explicit_linf_radius_all_results; Section 3.2 Hyper-parameters (p. 4); Section 4.1 (p. 7); Section 4.2 (p. 8); L-infinity epsilon 16/255 for description and toxicity attacks; 16/255 and 32/255 for face-detection attacks. | f6=hosted_targets_and_judgments_unreleased; Abstract code link; artifact_checks below; The linked repository releases attack code, 1,000 NIPS 2017 images and 200 image-embedding adversarial examples, but not which 100 were evaluated, the manual per-image judgments or model responses. Targets are dated hosted commercial services whose versions are not reproducible."
14a865278845d5a51e3b181f322e993397650b48,Feature Space Perturbations Yield More Transferable Adversarial Examples,Computer Vision and Pattern Recognition,2019,208,yes,yes,unclear,unclear,unclear,unclear,"f1=separate_model_values; Main Section 5 p. 4; supplement Section 5 Table 3 p. 3; Main gives CIFAR-10 clean errors RN50 6.62%, DN121 4.72%, VGG19bn 6.48%, and ImageNet DN121 25.35%, RN50 23.85%. Supplement gives all six SVHN model clean accuracies separately. These are not automatically clean errors on the filtered transfer cohort. | f2=all_scopes_explicit_yes; Main Section 3 pp. 2-3; supplement Section 3 p. 2; Formal D_orig requires both source and target to classify each input correctly, and all four metrics derive from that set. The illustrative supplement explanation also specifies source and blackbox correctness. This codes reporting, not verified evaluator behavior. | f3=mixed_explicit; Main Section 3 Eqs. 1-2 pp. 2-3; uTR and tTR explicitly condition on source success; error and tSuc explicitly use all D_adv. The paper-level aggregation is mixed, not missing denominator reporting. | f4=filtered_denominators_not_recovered; Main Sections 3,5, Table 1 and Figures 2-3,6; supplement Tables 2,4-5; Percentages and nominal CIFAR-10 10k/ImageNet 15k sets do not identify every post-clean-filter and post-source-success denominator. White-box percentages in supplement Table 2 do not establish the relevant joint-clean cohort counts. Graphs do not supply exact per-example records. No complete exact count reconstruction established; silence is not no. | f5=supplement_scope_budget_ambiguous; Main Section 4.2 p. 4, Sections 6.1-6.2,6.4; supplement Tables 4-5 pp. 6-7; Main L-infinity attacks use [0,1] pixels, epsilon sweep 0,.01,.03,.05,.07 and fixed .07 depth/ImageNet tests. Supplement Table 4 explicitly specifies .07, but Table 5 and its Section 5.1 do not explicitly restate or unambiguously bind its radius to Table 4. Conservatively unclear under the every-result rule, not an unbounded-attack no. | f6=original_artifact_sufficiency_unestablished; Main Section 5 and reference 12; supplement Section 1 and reference 5; artifact_checks below; Linked generic training/model implementations do not identify released trained CIFAR-10/SVHN checkpoints for these experiments. A discovered third-party reimplementation describes different models and results. No sufficient original release established by this bounded search; this is not a claim that no release exists."
b4196762025fb50eb3fdf521702d70f94e270b40,Patch-wise Attack for Fooling Deep Neural Network,European Conference on Computer Vision,2020,206,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 4.1; Tables 1-4; No clean accuracies are printed; the FD clean-error ratios used in the subtraction are not reported. | f2=unresolved_scope; Section 4.1 (p. 9); No clean-correct denominator restriction is stated for any group; the FD clean-error subtraction is recorded as explicit clean-error handling of a different form. | f3=unresolved_scope; Section 4; Success rate is not defined with respect to source success. | f4=denominator_and_aggregation_not_fully_established; Section 4.1; Tables 1-13; One-decimal rates over the named 1,000 images would give k/1,000 only if every image counts; FD rates are differences of two rates; many appendix values are averages across targets. | f5=explicit_linf_radius_all_results; Section 3 (p. 5); Section 4.1 (p. 9); L-infinity constraint throughout; 'the maximum perturbation epsilon is set to 16', T = 10, base step 1.6 (0-255 scale implied). | f6=candidate_release_sufficiency_unverified; Abstract code link; artifact_checks below; The linked TensorFlow (and PyTorch) release provides the attack, dataset download scripts and an in-script evaluator for one ensemble-adversarially-trained target that counts predictions != true label over 1,000 images; models are public TF-slim/adv_imagenet checkpoints. No FD evaluation or clean-error subtraction code. Checkpoints, data and execution unverified."
a5fd689c0890fa15fcdc3d97e805d38d342ed524,Towards Transferable Adversarial Attack Against Deep Face Recognition,IEEE Transactions on Information Forensics and Security,2020,204,unclear,unclear,unclear,unclear,unclear,unclear,"f1=partial_separate_clean_values; v1 Appendix Table A2; Table VI; v1 Table A2 reports LFW and YTF accuracy separately for all ten models used in Tables I-V and the MEDS/PaSC study, and Table VI reports LFW accuracy for every TALFW target (positive evidence). The TALFW generation surrogates ('our private models') have no reported clean accuracy, and v2 omits Table A2. | f2=unresolved_scope; Section IV.A; Section IV.G; TALFW explicitly includes clean-misverified pairs (no); the hit-rate pairs were 'originally judged as negative' by an unnamed model; ROC scopes are threshold-free. | f3=unresolved_scope; Eq. 14; Sections IV.F-G; The hit rate explicitly averages over all pairs (no); MEDS/PaSC and TALFW scopes define no source-success event. | f4=partial_unique_reconstruction; Eq. 14; Tables I-VI; Figures 7-8; Two-decimal hit rates over an explicit N_p = 10,000 map to unique counts, and two-decimal TALFW accuracies over 6,000 pairs admit at most one integer each; the MEDS/PaSC results are ROC curves without recoverable counts. | f5=talfw_budget_unstated_measured_norm_only; Section IV.A-B, F (epsilon 10); Section IV.G; TALFW website; Tables I-V and MEDS/PaSC use L-infinity epsilon 10 on [0,255]. TALFW reports only a measured perturbation RMSD (1.34 on the website; v1 and v2 differ in stated values) rather than a budget radius, which the amendment distinguishes from a numerical radius. | f6=released_adversarial_benchmark_source_side_unavailable; Section IV.G footnote 1; artifact_checks below; TALFW images, protocol and (per the footnote) codes are distributed via Baidu, Google Drive and Dropbox, and several targets are public models, so target-side attacked and clean verification could plausibly be recomputed. The private surrogate models are not released, so source success cannot be recomputed, and the models of Tables I-V are not linked. Download contents unverified."
7cf2cfd10b4f9e99f22efdaa45c7d55ee59ffa79,Adv-Makeup: A New Imperceptible and Transferable Attack on Face Recognition,International Joint Conference on Artificial Intelligence,2021,201,unclear,unclear,unclear,unclear,no,unclear,"f1=separate_clean_values_not_located; Section 4.1; FAR-0.01 thresholds are listed per model, but no clean recognition accuracy is reported for any model or platform. | f2=unresolved_scope; Section 4.1; No clean-correct (clean-rejected pair) restriction is stated for either scope. | f3=unresolved_scope; Eq. 10; Section 4.3; The digital scope explicitly averages over all comparisons (no); the physical scope states no rule. | f4=stated_denominator_inconsistent_with_values; Table 1; Section 4.1; Two-decimal ASRs such as 7.59% are not multiples of 0.1% and so are not single proportions over the stated 1,000 comparisons; aggregation is described only as 'average results across 1000 identity pairs'. Physical results are graphical. | f5=explicit_generative_region_attack_without_linf_l2_budget; Sections 3.2-3.4; Section 4.1 Competitors; Adv-Makeup synthesizes eye shadow within an orbital mask, constrained by realism and blending losses rather than an L-infinity or L2 radius; baseline attacks are restricted to the same mask with unstated 'official' budgets. The proposed method's results explicitly have no norm radius. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository provides training/test code, a makeup-dataset subset and Google Drive links to the four face-recognition models; LFW pairs must be recreated by the user, and no per-comparison outcomes are released. Drive contents and execution unverified."
6e85c80aae6457a76bb719c2d2d303abcc682a29,Interpretable Deep Learning under Fire,USENIX Security Symposium,2018,201,unclear,unclear,unclear,unclear,yes,unclear,"f1=no_clean_accuracy_defined_for_outcome; Section 4 Experimental Setting; Table 2; Classifier top-1 accuracies (77.15%, 77.92%) and clean localization performance of all four interpreters with ResNet (Table 2) are reported, positive baseline evidence, but interpretation quality is not a classification clean accuracy. | f2=unresolved_scope; Section 4 Datasets (p. 6); Images are selected as correctly classified by the shared classifier; the field's target-clean-correct event does not map onto an interpretation-distance outcome. | f3=unresolved_scope; Section 5 (p. 11); 'We randomly select a set of adversarial inputs crafted against g' without stating whether unsuccessful ones are included. | f4=continuous_outcome_sample_size_unstated; Table 9; Mean L1 distances over an unstated number of sampled inputs; counts are not the relevant record. | f5=explicit_linf_radius_all_results; Section 2 (p. 2); Appendix B1 (p. 18); PGD-based ADV2 and PGD use an L-infinity threshold epsilon = 0.031 on [0,1] pixels, which covers the transfer experiment. | f6=code_release_transfer_configuration_unverified; artifact_checks below; A repository alps-lab/adv2 (276 files) provides attack, interpreter and distance scripts; it is not linked from the reviewed text, and its coverage of the Table 9 experiment and model/masking-model checkpoints were not verified."
4d548fd21aad60e3052455e22b7a57cc1f06e3c3,CloudLeak: Large-Scale Deep Learning Models Stealing Through Adversarial Examples,Network and Distributed System Security Symposium,2020,198,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Table III caption; Victim and substitute clean accuracies are reported for extraction fidelity, not for any transfer-attack evaluation. | f2=not_applicable_to_located_results; Section V; No transfer denominator exists. | f3=not_applicable_to_located_results; Section IV; Adversarial queries are not evaluated as transferred attacks. | f4=not_applicable_to_located_results; Table III; Reported values are extraction accuracies. | f5=not_applicable_to_located_results; Section IV; Perturbation settings for query generation are not transfer-attack budgets. | f6=not_applicable_to_located_results; Paper; No code is linked; with no transfer configuration this is neither a transfer recomputability success nor failure."
5effd428e3012061ba3d8b32f1952c2938c7ab7b,Deep Neural Network Fingerprinting by Conferrable Adversarial Examples,International Conference on Learning Representations,2019,198,unclear,unclear,yes,unclear,yes,unclear,"f1=partial_separate_clean_values; Table 2; Appendix Tables 3-4; Figure 4e; Test accuracies are reported for CIFAR-10 surrogates (Table 2) and ImageNet32 surrogates and references (Tables 3-4); the source model and the unseen CIFAR-10 reference models' clean accuracies are not located. | f2=unresolved_scope; Sections 4-6; No target-clean-correct restriction or explicit inclusion is stated for either scope. | f3=all_scopes_explicit_yes; Section 6 (p. 7); Section 4 definitions (pp. 4-5); Both scopes evaluate only examples that succeed on the source (explicit filter; definitional restriction with source-assigned targets). Positive conditioning evidence. | f4=averaged_rates_fingerprint_size_unstated; Section 5 (three repetitions); Figures 3-4; Tables 2-5; CAEAcc values are means over repetitions and models, mostly graphical; fingerprint sizes after filtering are not stated. | f5=explicit_linf_radius_all_results; Section 4 (p. 5); Table 1; Section 6; Appendix A.2, A.4, A.6; L-infinity box constraint //delta// <= epsilon with explicit values (sweep 0.01-0.15; fingerprints at 0.025 for CIFAR-10 and 0.15 for ImageNet32; 0.025 in Table 5). | f6=no_author_release_located; artifact_checks below; The paper links no code or fingerprints; the repositories found by title search are third-party reimplementations, which do not establish the authors' trained models or fingerprints."
a9682a89b2fef793507c365a577f1521745db96c,Boosting the Transferability of Adversarial Samples via Attention,Computer Vision and Pattern Recognition,2020,195,unclear,unclear,no,unclear,yes,unclear,"f1=defended_target_clean_accuracy_not_reported; Table 1 No Perturbation row (p. 6); Table 2 (p. 7); Table 3 (p. 8); Clean accuracy is reported separately for all four undefended source/target models and the ensemble on the 1,000-image test set. No clean accuracy is located for Adv-Inc-v3, Adv-IncRes-v2, Ens3-Adv-Inc-v3 or Ens4-Adv-Inc-v3. Missing entries are not an explicit pooled-only report, so unclear rather than no. | f2=unresolved_scope; Section 5.1 (pp. 5-6); Table 1 (p. 6); Table 2 (p. 7); Undefended and ensemble groups explicitly retain target-clean-incorrect inputs (clean rows below 100% in the same accuracy table); the defended group has no clean baseline or statement. Paper-level unclear by unanimity rule; any_explicit_yes = false. | f3=all_scopes_explicit_no; Section 5.2 (p. 7); Section 5.1 Metric (p. 6); Table 1 diagonal (p. 6); All transfer groups use target accuracy over every sample produced on the source, which is directly fed to all models; source white-box accuracies above zero show failures are present. This is an explicit unconditioned-transfer design choice, not missing reporting and not a claim the paper is wrong. | f4=nonintegral_cell_and_figure_values; Section 5.1 (p. 5); Tables 1-3; Figure 4; No literal counts. With the stated 1,000-image set and no filtering, one-decimal percentages map to unique integers k/1,000 (e.g., 89.6% -> 896). However the Table 1 Inception V3 BIM white-box cell prints 0.01%, which is not k/1,000, so the denominator or displayed value is not uniformly consistent; Figure 4 gives graphical values only. Unique reconstruction therefore does not cover every surveyed result. This is recorded as a reporting inconsistency, not an error claim. | f5=explicit_linf_radius_all_results; Section 3 (p. 4); Section 5.1 Baseline/Parameter (pp. 6-7); Algorithm 1; Eq. 9; Section 3 adopts the L-infinity norm; p. 7 fixes epsilon to 16 for all methods; C&W uses an L-infinity-constrained variant, random noise uses the same norm constraint, TI/TAP combinations keep clip_{x,epsilon}, and Figure 4 keeps other parameters fixed. Pixel scale is not stated; 16 is consistent with 0-255 pixels but that scale is an inference, not reported. | f6=no_release_linked_attack_code_not_located; Section 5.1 footnotes 2-3 (pp. 5-6); artifact_checks below; Footnotes link public third-party pretrained target/source checkpoints (Cadene pretrained-models.pytorch; TensorFlow adv_imagenet_models). No ATA code, adversarial samples or per-example outputs are linked, and a bounded GitHub search located none. Public model weights alone do not supply the attack implementation or outputs; this is not a claim that no release exists."
bc1138738f24c4a23d865d7786fc4c8229e4662a,Cross-Domain Transferability of Adversarial Perturbations,Neural Information Processing Systems,2019,189,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Tables 2-6; supplement Table 1; No clean accuracy rows are printed (Gaussian-noise baselines only); Table 5's clean error rates are subtracted but not reported. | f2=unresolved_scope; Section 5.2; Table 6; Three scopes explicitly include all inputs (no); the Table 6 success rate is undefined. | f3=unresolved_scope; Section 5.2; Tables 3, 6; ImageNet-source and Table 5 scopes explicitly retain all inputs (no); the ChexNet-source and Table 6 scopes are unresolved. | f4=one_or_two_decimal_rates_do_not_identify_counts; Tables 2-6; Rates over 50k, 5k or 1k images printed to two decimals (50k) or as differences (Table 5) do not uniquely identify numerators across scopes. | f5=explicit_linf_radius_all_results; Tables 2-6 captions; Figure 6; Every result states an L-infinity budget of 10, 16 or 32 on 0-255 pixels. | f6=candidate_release_sufficiency_unverified; Abstract code link; artifact_checks below; The official repository provides train/eval code, validation image lists and a Google Drive folder of pretrained generators; eval.py reports clean and adversarial accuracy of public torchvision targets. This could supply per-configuration recomputation, but Drive contents and execution were not verified."
d8f64187b447d1b64f69f541dbbaec71bd79d205,ActiveThief: Model Extraction Using Active Learning and Unannotated Public Data,AAAI Conference on Artificial Intelligence,2020,184,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Tables 1-5; p. 870; Only substitute-secret agreement is reported; no clean accuracy of the secret or substitute models is located in the main text (the unavailable supplement may contain it). | f2=unresolved_scope; p. 870; No clean-correct restriction or explicit inclusion is stated. | f3=unresolved_scope; p. 870; No substitute-success restriction or explicit inclusion of failed perturbations is stated. | f4=denominator_unstated; Table 3; Two-decimal rates without a stated evaluation-set size or counts. | f5=explicit_fgsm_linf_radius; p. 870; FGSM (a sign-gradient, L-infinity-bounded step) at epsilon = 0.25 for all Table 3 results. The pixel scale is not stated in the main text; the radius is recorded as given. | f6=release_lacks_transfer_evaluation_code; artifact_checks below; The official repository implements extraction (subset selection, CNN models, dataset loaders) but contains no FGSM or transferability evaluation code and no trained secret/substitute checkpoints."
54c15364b5873e39257c221112fdf22299ed9e8a,Towards Large Yet Imperceptible Adversarial Image Perturbations With Perceptual Color Distance,Computer Vision and Pattern Recognition,2019,182,unclear,yes,unclear,unclear,no,unclear,"f1=separate_clean_values_not_located; Section 5.4; Clean correctness is used as a filter (767 of 1,000 jointly correct), but no per-model clean accuracy is printed. | f2=all_scopes_explicit_yes; Section 5.4 (pp. 7-8); 'We report results on a subset of our data containing images that all four models originally classify correctly' (767 images). Positive conditioning evidence. | f3=unresolved_scope; Section 5.4; Table 2; No explicit source-success filter or inclusion statement; source success is not 100% for every method at kappa = 40. | f4=stated_denominator_inconsistent_with_values; Table 3; With the stated 767 denominator, 27 of 30 one-decimal cells map to a unique count (survey/count_reconstruction.py), but the three 2.4% cells admit no integer numerator (18/767 = 2.35%, 19/767 = 2.48%). Counts are therefore not reconstructed for the table. | f5=explicit_minimum_perturbation_attacks_without_radius; Sections 4-5.1; Table 1; All compared attacks are minimum-perturbation or confidence-margin methods (I-FGSM repeated with increasing bound, C&W, DDN, PerC) run until a kappa margin is met; Table 1 reports measured L2/L-infinity sizes, which are not a budget. This is an explicit design choice, not missing reporting. | f6=release_evaluator_differs_from_described_protocol; artifact_checks below; The official repository releases the 1,000 images, attack code and a notebook whose transferability cell uses public torchvision targets. As pinned, that cell selects images on which the four models' predictions agree (not ground-truth correctness), scores against the source's clean prediction, and passes the clean tensor to VGG-16 and ResNet-152. Adversarial images are not released. Which code version produced Table 3 is not established; not executed."
29fbf409aaad5e3a0f3468c44637a140dc2c545b,Stochastic Variance Reduced Ensemble Adversarial Attack for Boosting the Adversarial Transferability,Computer Vision and Pattern Recognition,2021,181,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Tables 1-4; No clean accuracy is reported for any source or target model. | f2=unresolved_scope; Section 4; No clean-correct restriction or explicit inclusion statement in any scope. | f3=unresolved_scope; Section 4; No source-success restriction or explicit inclusion statement in any scope. | f4=averaged_rates_denominator_unstated; Tables 1-4; SVRE cells average five random seeds, so they are not single proportions. Ens cells are single runs, but the metric's denominator is not stated as 1,000 in the paper. | f5=explicit_linf_radius_all_results; Section 2; Algorithm 1; Section 4.1 Hyper-parameters; L-infinity attacks with maximum perturbation epsilon = 16/255 for all experiments. | f6=partial_release_example_only; artifact_checks below; The official repository says it provides 'an example' and that complete experimental code and data will be released later. It includes attack scripts for all base methods and an evaluator for the four normal and three adversarially trained models, with checkpoints via a third-party Drive link. It does not include the nine advanced defenses. Not executed."
6be44364db3a46ab5fcf8172910650b210cc5c39,Black-box Adversarial Attacks on Video Recognition Models,ACM Multimedia,2019,174,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Table 1; Test accuracies of both video models on all three datasets are reported, positive setup evidence, but no transferred-example evaluation exists. | f2=not_applicable_to_located_results; Section 4.1 Attack Setting (p. 6); One correctly classified test video per category is attacked by querying the target; no transfer denominator exists. | f3=not_applicable_to_located_results; Section 4.1; Success is defined for the query attack within the query limit; there is no source-to-target transfer step. | f4=not_applicable_to_located_results; Tables 2-4; Counts would concern query-attack success, not transfer. | f5=not_applicable_to_located_results; Section 3.1; Section 4.1; An explicit L-infinity bound epsilon = 0.05 per frame is stated for the query attacks, recorded as positive setup evidence; no transfer result exists to which the field applies. | f6=not_applicable_to_located_results; artifact_checks below; An author-named repository exists, but with no transfer configuration it is neither a transfer recomputability success nor a failure."
ccc39584c2bbabc190aff1e7fce888590633850f,On Success and Simplicity: A Second Look at Transferable Targeted Attacks,Neural Information Processing Systems,2020,172,unclear,unclear,unclear,unclear,unclear,unclear,"f1=separate_clean_values_not_located; Section 4; No clean accuracy is reported for any model or the API; the API subset is selected by correctness. | f2=unresolved_scope; Section 4.1 (p. 8); The Google Cloud Vision scope is explicitly clean-correct (yes); all other scopes are unresolved. | f3=unresolved_scope; Section 4; No source-success rule or explicit inclusion statement in any scope. | f4=partial_scope_counts_only; Tables 1-6; Table 4's integer percentages over the stated 100 images identify counts. For the other tables, the 1,000-image denominator is not stated as the rate denominator, and Table 5 follows an external protocol. | f5=mixed_explicit_linf_and_explicit_unbounded; Section 4.1 (p. 6); Table 5; Section 4.2 Table 6; L-infinity epsilon = 16 is explicit for the main results and epsilon = 8 for part of Table 5. Table 6 is explicitly unbounded by design. Neither is missing reporting, but the field's affirmative coverage of all results is not met. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository releases the 1,000 images, labels and per-scenario evaluation scripts on public torchvision models, and API prediction logs from a later human evaluation. The Table 4 API outcomes cannot be regenerated against the 2021 service. Not executed."
e1be974b7e1e7a381719d5c250ced83f3a6b96ee,Disrupting Deepfakes: Adversarial Attacks Against Conditional Image Translation Networks and Facial Manipulation Systems,ECCV Workshops,2020,170,unclear,unclear,unclear,unclear,unclear,unclear,"f1=no_clean_accuracy_defined_for_outcome; Section 4.1; Table 5 'No Disruption' row; Disruption is measured against the undisrupted output itself, so a clean accuracy is not defined. Table 5 includes a no-disruption baseline for the identity objective. | f2=unresolved_scope; Section 4; No clean-correct analogue is defined for either scope. | f3=unresolved_scope; Sections 4.2, 4.4; Neither scope states whether disruptions that fail on the attacked configuration are retained. | f4=one_decimal_rates_over_large_denominator_or_graphical; Table 4; Figure 6; One-decimal percentages over 4,000 disruptions do not identify unique counts; Figure 6 is graphical. | f5=budget_not_stated_for_all_scopes; Sections 3.1-3.4, 4.2, 4.4; L-infinity epsilon = 0.05 is explicit for class-transferable disruptions (80 PGD iterations); the budget used for the Figure 6 blur-evasion disruptions is not stated (Eq. 14 uses epsilon as the step size). | f6=code_release_transfer_configuration_unverified; artifact_checks below; The official repository contains attack code for all four architectures, including class-transferable and spread-spectrum attacks. Pretrained checkpoints come from upstream implementations and the 50 random images are not listed. Not executed."
67e856f76905f2269089cede51c9a6a7c4fd2f8c,Learning Transferable Adversarial Examples via Ghost Networks,AAAI Conference on Artificial Intelligence,2018,170,unclear,unclear,unclear,unclear,yes,unclear,"f1=graphical_clean_accuracy_only; Figure 4; Base-model top-1 accuracy on the full validation set appears only graphically (erosion magnitude 0 in Figure 4); no numerical clean accuracy is printed. | f2=unresolved_scope; Datasets (p. 5); Table 4; Three scopes explicitly use images all nine models classify correctly (yes); the challenge-defense scope is unresolved. Positive conditioning evidence. | f3=unresolved_scope; Experiments; No source-success rule or explicit inclusion statement in any scope. | f4=partial_scope_counts_only; Table 3; supplement Table 1; Tables 1, 2, 4; All 36 Table 3 cells map to unique counts over 5,000 (survey/count_reconstruction.py; for example, 71.08% = 3,554). The supplement's per-target cells likewise have the 0.02% resolution of a 5,000 denominator. Main Tables 1 and 2 are averages, and Table 4's denominator is unstated. | f5=explicit_linf_radius_all_results; Ghost Networks (//r//_inf < epsilon); Parameter Specification (p. 5); NeurIPS challenge paragraph; L-infinity epsilon = 8 for Tables 1-3; the challenge scope draws epsilon per image from {4, 8, 12, 16}. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository releases attack and evaluation code, the 5,000-image list, ground truth, and links to preprocessed images and renamed checkpoints. It could support recomputation of the model-to-model scopes; links, checkpoint contents and execution were not verified. Challenge defenses are external."
3c2622daa8a658d5c85ea9869cb460a70b0f878d,Towards Transferable Adversarial Attacks on Vision Transformers,AAAI Conference on Artificial Intelligence,2021,169,unclear,unclear,no,unclear,yes,unclear,"f1=separate_clean_values_not_located; Experiments; No clean accuracy is reported for any model. | f2=unresolved_scope; Experimental Settings; Ablation Studies; The three main scopes are explicitly clean-correct for every model (yes); the 2,000-image ablations are unresolved. Positive conditioning evidence. | f3=all_scopes_explicit_no; Evaluation (p. 5); ASR is defined as the proportion of generated adversarial examples misclassified by the victim, without selection by surrogate success. | f4=averaged_rates_not_single_proportions; Tables 1-4; Every reported value averages ASRs over surrogates or victims; the number of images (one per class) is not stated as a count. | f5=explicit_linf_radius_all_results; Preliminary (p. 4); Evaluation (p. 5); Figure 1 caption; L-infinity epsilon = 16 with 10 iterations for all results. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official repository provides the sampled clean images (clean_resized_images.zip), attack code and an evaluator on timm models, which could support recomputation. The archive contents, the models' correspondence to 2021 timm weights, and execution were not verified."
ceea8f55954b87d57be4ca7247f66d21da234426,Adversarial Attack Vulnerability of Medical Image Analysis Systems: Unexplored Factors,Medical Image Anal.,2020,169,yes,unclear,unclear,unclear,yes,unclear,"f1=clean_performance_reported_same_test_set_all_targets; Tables 2-5 'None'/'No attack' rows; supplement per-target 'None' rows; Clean AUC on the same test set is printed for every target model (per model in the supplement, averaged in the main text), in the same metric as the attacked performance. The metric is AUC rather than accuracy. | f2=unresolved_scope; Section 3.3; Section 4; All scopes evaluate the full test set, but the AUC outcome has no per-image clean-correct event. | f3=unresolved_scope; Section 3.2; Section 4; Adversarial versions of all test images are scored; source success is not defined for an AUC outcome. | f4=continuous_outcome_counts_not_applicable; Tables 2-5; AUC values are not proportions of counted events; test-set sizes are stated (Table 1) but no counts are relevant. | f5=explicit_linf_radius_all_results; Section 3.2 (Eq. 2); Section 4.1; Section 5.1; L-infinity epsilon between 0.01 and 0.06 on intensities scaled to [-1, 1]; epsilon = 0.02 for Tables 3-5; PGD step 0.01 with 20 iterations. | f6=candidate_release_sufficiency_unverified; artifact_checks below; The official code repository (with radiology split files and table-generation scripts) and a Zenodo deposit of all trained models (about 6.8 GB) use public datasets. This is a strong recomputation candidate, but downloads and execution were not verified."
12ccfc188de0b40c84d6a427999239c6a379cd66,Sparse Adversarial Perturbations for Videos,AAAI Conference on Artificial Intelligence,2018,168,unclear,unclear,unclear,unclear,no,unclear,"f1=separate_clean_values_not_located; Experiments; No clean accuracy of any action-recognition model is reported. | f2=unresolved_scope; Metrics; Table 3; No clean-correct restriction or explicit inclusion is stated. | f3=unresolved_scope; Metrics; Table 3; No source-success restriction or explicit inclusion is stated. | f4=denominator_unstated; Table 3; One-decimal percentages without a stated number of evaluated videos. | f5=explicit_penalty_objective_without_radius; Methodology Eqs. 1-4; Adversarial Video based on Propagation; Perturbations minimise lambda times an l2,1 (or, for Table 3, l2) norm penalty minus the loss, with no L-infinity or L2 radius; magnitude is reported only as mean absolute perturbation. This is an explicit design choice. | f6=no_author_release_linked; artifact_checks below; The paper links no code. A 2019 TensorFlow repository describing itself as code for the paper exists under an account not matching an author name. Its provenance and contents were not established."
09812e529903ff67c5fc5f1dcb2b3586eb3ffd23,Is LLM-as-a-Judge Robust? Investigating Universal Adversarial Attacks on Zero-shot LLM Assessment,Conference on Empirical Methods in Natural Language Processing,2024,159,unclear,unclear,unclear,unclear,no,unclear,"f1=no_clean_accuracy_defined_for_outcome; Tables 1-2; 'None' rows of Tables 15-20, 23-28; Clean assessment quality (Spearman correlation) and unattacked per-candidate scores and ranks are reported, which is positive baseline evidence. A clean classification accuracy is not defined for a score-inflation outcome. | f2=unresolved_scope; Sections 5.3-5.4; No clean-correct event exists for either scope. | f3=unresolved_scope; Eq. 8; Section 6.3; All test candidates are attacked and averaged, but source success is not defined per item for a universal phrase. | f4=continuous_outcome_counts_not_applicable; Figure 3; Tables 15-28; Average ranks and scores are continuous. Candidate and context counts follow from the dataset description, but no counted events are reported. | f5=explicit_token_count_budget_not_lp; Section 4.1 (Eq. 6); Section 4.2; The perturbation is a concatenated phrase of L <= 4 vocabulary words (budget in words); an L-infinity or L2 radius does not apply to discrete text. Reported in the non-image stratum, as for rank 1. | f6=code_release_hosted_target_unverified; artifact_checks below; The official repository releases greedy/GCG attack, evaluation and model wrappers for FlanT5, Llama, OpenAI and UniEval, and Appendix A prints every learned phrase. The GPT-3.5 target is a hosted model whose 2024 behaviour cannot be verified. Not executed."
