paper_id,title,venue,year,citations,clean_accuracy_source_target_separate,transfer_denominator_clean_correct,conditions_on_source_attack_success,reports_absolute_counts,numeric_linf_or_l2_budget,artifacts_sufficient_to_recompute,evidence
4637f79ddfaf923ce569996ffa5b6cda1996faa1,Jailbreaking Black Box Large Language Models in Twenty Queries,2025 IEEE Conference on Secure and Trustworthy Machine Learning (SaTML),2023,1700,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
29fbf409aaad5e3a0f3468c44637a140dc2c545b,Stochastic Variance Reduced Ensemble Adversarial Attack for Boosting the Adversarial Transferability,Computer Vision and Pattern Recognition,2021,181,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability Yifeng Xiong1*, Jiadong Lin1, Min Zhang1, John E. Hopcroft2, Kun He1† 1Department of Computer Science, Huazhong University of Science | f5=2. Related Works: L∞-norm non- targeted adversarial attacks. 2.1. Adversarial Attacks Existing adversarial attack methods can be categorized into three groups, namely g | f6=not located in full text or linked supplement; coded unclear under the silence rule"
6be44364db3a46ab5fcf8172910650b210cc5c39,Black-box Adversarial Attacks on Video Recognition Models,ACM Multimedia,2019,174,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=2 Recognition result: WritingOnBoard: transferability of adversarial perturbations via the use of tentative perturbations, and the advantages of gradient estimation via NES for patch-level | f5=p. 1: l information about the target model, such as the labels or probabilities output by the model. White-box methods generate an adversarial ex- ample by | f6=not located in full text or linked supplement; coded unclear under the silence rule"
ccc39584c2bbabc190aff1e7fce888590633850f,On Success and Simplicity: A Second Look at Transferable Targeted Attacks,Neural Information Processing Systems,2020,172,unclear,unclear,unclear,no,yes,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability of targeted attacks is reputed to be remarkably difﬁcult. The current state of the art has resorted to resource-intensive solutions th | f5=1 Introduction: l Information Processing Systems (NeurIPS 2021). arXiv:2012.11207v4 [cs.LG] 26 Oct 2021 === PAGE 2 === training nor additional data can actually a | f6=not located in full text or linked supplement; coded unclear under the silence rule
e1be974b7e1e7a381719d5c250ced83f3a6b96ee,Disrupting Deepfakes: Adversarial Attacks Against Conditional Image Translation Networks and Facial Manipulation Systems,ECCV Workshops,2020,170,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=3.2 Conditional Image Translation Disruption: transferability of our disruption to diﬀerent classes. We perform a modiﬁed I-FGSM disruption: ˜xt = clip(˜xt−1 −a sign[∇˜xL(G(˜xt−1, ck), r)]). (9) W | f5=3.1 Image Translation Disruption: L2 and L∞distance metrics. The logic behind using attacks with low distortion is that the larger the distance, the more apparent the alteration of the | f6=not located in full text or linked supplement; coded unclear under the silence rule"
67e856f76905f2269089cede51c9a6a7c4fd2f8c,Learning Transferable Adversarial Examples via Ghost Networks,AAAI Conference on Artificial Intelligence,2018,170,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability of adversarial examples. The critical principle of ghost networks is to apply feature-level perturbations to an existing model to pote | f5=3 Table 2: The comparison of attack rate (%) of multi-model: ϵ = 8 (the iteration number N = 10 in this case). For the momentum term, the decay factor µ is set to be 1 as in Dong et al. (2018). Analysis of Ghost | f6=not located in full text or linked supplement; coded unclear under the silence rule"
3c2622daa8a658d5c85ea9869cb460a70b0f878d,Towards Transferable Adversarial Attacks on Vision Transformers,AAAI Conference on Artificial Intelligence,2021,169,unclear,yes,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=p. 4: correctly classiﬁed by all models, === PAGE 5 === Method ViT-B/16 PiT-B CaiT-S-24 Visformer-S DeiT-B TNT-S LeViT-256 ConViT-B FGSM 15.57 19.80 20.43 | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability of adversar- ial samples across different ViTs. We show that skipping the gradients of attention during backpropagation can generate a | f5=p. 1: L2 norm (Chen et al. 2021b) into our dual attack to prefer a large distance from the benign sample. To validate the effectiveness of our approach, and | f6=not located in full text or linked supplement; coded unclear under the silence rule"
ceea8f55954b87d57be4ca7247f66d21da234426,Adversarial Attack Vulnerability of Medical Image Analysis Systems: Unexplored Factors,Medical Image Anal.,2020,169,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability of adversarial attacks from the surrogate model to the target model, i.e., how eﬀective attacks crafted using the sur- rogate model ar | f5=p. 1: l infrastructure. In this paper, we study previously unexplored factors aﬀecting adversarial attack vul- nerability of deep learning MedIA systems in | f6=not located in full text or linked supplement; coded unclear under the silence rule"
12ccfc188de0b40c84d6a427999239c6a379cd66,Sparse Adversarial Perturbations for Videos,AAAI Conference on Artificial Intelligence,2018,168,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=2.2 Adversarial Attack: transferability of both non-targeted and targeted adversarial examples, and proposed an ensemble-based approaches to generate adversarial exam- ples w | f5=full-text adjudication; no uniquely numbered table or section states the criterion | f6=not located in full text or linked supplement; coded unclear under the silence rule"
09812e529903ff67c5fc5f1dcb2b3586eb3ffd23,Is LLM-as-a-Judge Robust? Investigating Universal Adversarial Attacks on Zero-shot LLM Assessment,Conference on Empirical Methods in Natural Language Processing,2024,159,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=4.32 Table 3: Scores for 4-word universal attacks on FlanT5-: Transferability of universal attack phrases from surrogate FlanT5-xl to target models. (unattacked) text, meaning the attack phrase learnt has to be i | f5=p. 1: l 2024 === PAGE 2 === sessed text could deceive an LLM into predicting high scores regardless of the text’s quality. Such ap- proaches not only pose | f6=not located in full text or linked supplement; coded unclear under the silence rule"
d4473a41c9f7b4095599bec14ea0a88e7041e737,Improving Adversarial Robustness of Ensembles with Diversity Training,arXiv.org,2019,157,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
f5014e34ed13191082cd20cc279ca4cc9adee84f,Stealing Neural Networks via Timing Side Channels,arXiv.org,2018,157,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
dde69b706a2f0a68bd6b8fb90c187a935c6a5c6a,Adversarial Attack and Defense on Point Sets,arXiv.org,2019,155,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
c97ffc7725daf68406ea73d1ee82f5d11f19f448,ColorFool: Semantic Adversarial Colorization,Computer Vision and Pattern Recognition,2019,155,unclear,unclear,unclear,no,no,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=1. Introduction: transferability is the success rate of adversarial images in misleading an unseen classiﬁer [5]. Finally, the perturbation in an adversarial image sho | f5=1. Introduction: L∞-norm [7, 16, 19]), the maximum number of per- turbed pixels (L0-norm [22, 26]), or the maximum energy change (L2-norm [23]); whereas unrestricted p | f6=not located in full text or linked supplement; coded unclear under the silence rule"
fda5f4facce9d5567c090d7ac733158e0fe93dc7,DEEPSEC: A Uniform Platform for Security Analysis of Deep Learning Model,IEEE Symposium on Security and Privacy,2019,154,yes,unclear,unclear,no,yes,unclear,"f1=p. 5: accuracy on normal testing examples as much as possible. In order to evaluate the impact of defenses on accuracy, we deﬁne CAV = Acc(FD, T) −Acc(F, T) | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 2: transferability or adjustments to speciﬁc defenses, considering them would provide general understanding of current attack scenarios [33]–[35]. Furthe | f5=p. 2: L∞Gradient Descent attack [18] U-MI-FGSM Un-targeted Momentum Iterative FGSM [19] DF DeepFool [20] UAP Universal Adversarial Perturbation attack [21] | f6=not located in full text or linked supplement; coded unclear under the silence rule"
428c2e5992d6ed3186c087cba0fdba2ab6a468b2,Improving the Generalization of Adversarial Training with Domain Adaptation,International Conference on Learning Representations,2018,149,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
c4e0c4a6e82ed58ca57ec36a8ec275db38473ba2,Structure Invariant Transformation for better Adversarial Transferability,IEEE International Conference on Computer Vision,2023,145,unclear,yes,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=full-text adjudication; no uniquely numbered table or section states the criterion | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability Xiaosen Wang Huawei Singularity Security Lab xiaosen@hust.edu.cn Zeliang Zhang HUST hust0426@gmail.com Jianping Zhang Chinese Universi | f5=3.2. Structure Invariant Attack: l information from the image. To ex- plain why such image does not confuse humans, we define the structure of image as follows: Definition 1 (Structur | f6=not located in full text or linked supplement; coded unclear under the silence rule"
bcac1b00badd7c8830e10ba4eb813ad79a3222b5,Backpropagating Linearly Improves Transferability of Adversarial Examples,Neural Information Processing Systems,2020,144,unclear,yes,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=full-text adjudication; no uniquely numbered table or section states the criterion | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability of Adversarial Examples Yiwen Guo ∗ ByteDance AI Lab guoyiwen.ai@bytedance.com Qizhang Li ∗ ByteDance AI Lab liqizhang@bytedance.com H | f5=p. 1: l Information Processing Systems (NeurIPS 2020), Vancouver, Canada. arXiv:2012.03528v1 [cs.LG] 7 Dec 2020 === PAGE 2 === 2 Background and Related | f6=not located in full text or linked supplement; coded unclear under the silence rule"
d73561ab8318ce343f5cb15f96c74f210b6b24fa,Imitation Attacks and Defenses for Black-box Machine Translation Systems,Conference on Empirical Methods in Natural Language Processing,2020,144,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: attack success rate at some cost in the de- fender’s BLEU and inference speed. 1 Introduction NLP models deployed through APIs (e.g., Google Translate | f5=full-text adjudication; no uniquely numbered table or section states the criterion | f6=not located in full text or linked supplement; coded unclear under the silence rule"
8e98bef0a7868f05ced457b9433d674ab4adf218,Boosting Adversarial Transferability by Block Shuffle and Rotation,Computer Vision and Pattern Recognition,2023,143,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability by Block Shuffle and Rotation Kunyu Wang1, Xuanran He2, Wenxuan Wang1, Xiaosen Wang3* 1Chinese University of Hong Kong, 2Nanyang Techn | f5=3.1. Preliminaries: ℓ∞distance to align with existing works. To generate such an adversarial example, the attacker often maximizes the objective function, which can be fo | f6=not located in full text or linked supplement; coded unclear under the silence rule"
060c6c8312cd9277c97379e82db7c36b9321cce2,Towards Transferable Targeted Attack,Computer Vision and Pattern Recognition,2020,142,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability, which suggests that black-box attacks are feasible in real-world applications. Previous works mostly study the transferability on non | f5=full-text adjudication; no uniquely numbered table or section states the criterion | f6=not located in full text or linked supplement; coded unclear under the silence rule"
3f2095bbbf3e47fbac26da70e95a219c23e3bac9,Black-Box Adversarial Attack with Transferable Model-based Embedding,International Conference on Learning Representations,2019,140,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: attack success rate. 1 INTRODUCTION The wide adoption of neural network models in modern applications has caused major security concerns, as such mode | f5=1 arXiv:1911.07140v2 [cs.LG] 5 Jan 2020: l information of the source model, capturing high level semantic adversarial features that are insensitive to different models. Unlike noise-like pert | f6=not located in full text or linked supplement; coded unclear under the silence rule"
1a6446a451472b1c5815ce3e00cf84eb7e641a2a,Universal Adversarial Perturbations for Speech Recognition Systems,Interspeech,2019,139,unclear,unclear,unclear,no,no,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability test on a WaveNet based ASR sys- tem. Index Terms: speech recognition, adversarial examples, speech processing, computer security 1. I | f5=3.2. Distortion Metric: l∞metric is commonly used in the space of images. Following the same convention, in the audio domain [13], the loudness of the perturbation can be qua | f6=not located in full text or linked supplement; coded unclear under the silence rule"
36ad06e6f9b39192e7668634eadd6fcf9593e922,Efficient Adversarial Training With Transferable Adversarial Examples,Computer Vision and Pattern Recognition,2019,138,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
765896e190d03a99f384bbedc412d2a52cf98cea,Deceiving End-to-End Deep Learning Malware Detectors using Adversarial Examples,,2018,135,unclear,unclear,unclear,no,no,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 4: transferability - We tested the transferability of the payload across different ﬁles: we injected a payload generated for ﬁle A to ﬁle B . We then eva | f5=full-text adjudication; no uniquely numbered table or section states the criterion | f6=not located in full text or linked supplement; coded unclear under the silence rule
63dc08b8efd67cf788cd17301bdfaf74d9450d93,Semantic Robustness of Models of Source Code,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",2020,134,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
538f0c8379f9e091d4769ec3bdff6eb45130554f,Boosting the Transferability of Adversarial Attacks with Reverse Adversarial Perturbation,Neural Information Processing Systems,2022,133,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability of Adversarial Attacks with Reverse Adversarial Perturbation Zeyu Qin1*, Yanbo Fan2*, Yi Liu1, Li Shen3, Yong Zhang2, Jue Wang2, Baoyu | f5=1 Introduction: l Information Processing Systems (NeurIPS 2022). arXiv:2210.05968v1 [cs.CV] 12 Oct 2022 === PAGE 2 === it can allow the attackers to attack target | f6=not located in full text or linked supplement; coded unclear under the silence rule"
0ab0b3cf5811a219339ad3715ce719f550122a62,Universal Adversarial Attack on Attention and the Resulting Dataset DAmageNet,IEEE Transactions on Pattern Analysis and Machine Intelligence,2020,133,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=1 Universal Adversarial Attack on Attention and: transferability when the traditional cross entropy loss is replaced with the attention loss. Since AoA alters the loss function only, it could be easi | f5=2.1 Adversarial attack and its defense: ℓ2- or ℓ∞-norm. When training a DNN, one updates the weights of the network by the gradients to minimize a training loss. While in adversarial attacks | f6=not located in full text or linked supplement; coded unclear under the silence rule"
94b94c545cbb90e2d1ab316758a910c53ed95b66,Rethinking Model Ensemble in Transfer-based Adversarial Attacks,International Conference on Learning Representations,2023,131,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability is attacking an ensemble of models. However, previous works simply average the outputs of different models, lacking an in-depth analys | f5=1 INTRODUCTION: l information, black-box attacks either rely on query feedback (Chen et al., 2017) or leverage the transferability (Liu et al., 2017) to generate adve | f6=not located in full text or linked supplement; coded unclear under the silence rule"
9e5dd10d0706cec7d16e03f45f8a347c194d5888,Improving the Transferability of Adversarial Samples with Adversarial Transformations,Computer Vision and Pattern Recognition,2021,127,unclear,unclear,unclear,no,no,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability of Adversarial Samples with Adversarial Transformations Weibin Wu, Yuxin Su, Michael R. Lyu, Irwin King Department of Computer Science | f5=3.1. Problem Description: l∞norm to deﬁne the visibility of adver- sarial perturbations, since it is the most widely advocated measurement in the community [9, 21]. Nevertheles | f6=not located in full text or linked supplement; coded unclear under the silence rule"
c6a3aff5cb098a402f5384ed46b333dad672044a,Curls & Whey: Boosting Black-Box Adversarial Attacks,Computer Vision and Pattern Recognition,2019,127,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability into adversar- ial examples. Curls iteration also alleviates the diminishing marginal effect in existing iterative attacks. The Whey o | f5=p. 1: ℓ2 norm. Curls & Whey attack also shows promising transferability against ensemble models as well as adversarially trained models. In addition, we ext | f6=not located in full text or linked supplement; coded unclear under the silence rule"
16a8e329c06b4c6f61762da7fa77a84bf3e12dca,"Model Extraction and Adversarial Transferability, Your BERT is Vulnerable!",North American Chapter of the Association for Computational Linguistics,2021,125,unclear,unclear,unclear,no,no,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability, Your BERT is Vulnerable! Xuanli He†, Lingjuan Lyu‡, Qiongkai Xu∗, Lichao Sun§ † Monash University, xuanli.he1@monash.edu ‡ Ant Group, | f5=2018 IEEE Security and Privacy Workshops (SPW),: l information processing systems, pages 1693–1701. Dirk Hovy, Anders Johannsen, and Anders Søgaard. 2015. User review sites as a resource for large-sc | f6=not located in full text or linked supplement; coded unclear under the silence rule"
f90e535758ba262ebbdd1e7966f6645eff535604,T-SEA: Transfer-Based Self-Ensemble Attack on Object Detection,Computer Vision and Pattern Recognition,2022,121,unclear,unclear,unclear,no,no,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability, which is time- and resource-intensive, not to mention the difﬁculty of obtaining diverse models on the same task. To address this lim | f5=full-text adjudication; no uniquely numbered table or section states the criterion | f6=not located in full text or linked supplement; coded unclear under the silence rule"
84421139efaae7862116f39d4df1cd5ea27103fc,Adversarial Threats to DeepFake Detection: A Practical Perspective,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2020,120,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability of adversarial ex- amples. We also create more accessible attacks using Uni- versal Adversarial Perturbations which pose a very feasib | f5=3.1. Threat Model: L∞metric. In the attacks discussed in this paper, the adversarial perturbation is added to each frame of the input video to create the ad- versarially | f6=not located in full text or linked supplement; coded unclear under the silence rule"
7f1e602a44b56b9853fcc2063df9593e7b79ba22,Adversarial Examples in Modern Machine Learning: A Review,arXiv.org,2019,120,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
11f767a0ad2b7b005fbdaea4a6139a7db9a7c93d,Understanding and Enhancing the Transferability of Adversarial Examples,arXiv.org,2018,119,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: transferability of adversarial examples. One is about model-speciﬁc factors, including network architecture, model capacity and test accuracy. The oth | f5=3.2 MODELS OF GENERATING ADVERSARIAL EXAMPLES: ℓ∞norm is considered. Ensemble-based attacks To improve the strength of adversarial transferability, instead of using a single model, Liu et al. (2016 | f6=not located in full text or linked supplement; coded unclear under the silence rule"
75bd07e920f631102723cca4fee996829cb41c0e,Universal Adversarial Examples in Remote Sensing: Methodology and Benchmark,IEEE Transactions on Geoscience and Remote Sensing,2022,117,unclear,unclear,unclear,no,no,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=2 Input image: transferability of adversarial examples produced from a particular model to other networks may be limited, especially for those that have architecture | f5=p. 1: l 27.97% River 50.31% Residential 75.40% Mountain 22.81% Beach 86.95% Perturbation Fig. 1. Illustration of the black-box adversarial attack on the sce | f6=not located in full text or linked supplement; coded unclear under the silence rule"
47b4744162537f40572cdd723f8f37fb489a3e75,A Unified Approach to Interpreting and Boosting Adversarial Transferability,International Conference on Learning Representations,2020,117,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: TRANSFERABILITY Xin Wanga∗, Jie Rena∗, Shuyun Lina, Xiangming Zhua, Yisen Wangb, Quanshi Zhanga† aShanghai Jiao Tong University bKey Lab. of Machine P | f5=Table 1: The success rates of: L∞and L2 black-box attacks crafted on six source models, including AlexNet, VGG16, RN-34/152, DN-121/201, against seven target models. Transferability | f6=not located in full text or linked supplement; coded unclear under the silence rule"
d90038afede2d2ea0c5b3de7a9c96485234bc29e,ML-LOO: Detecting Adversarial Examples with Feature Attribution,AAAI Conference on Artificial Intelligence,2019,117,unclear,unclear,unclear,unclear,unclear,unclear,f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=not located in full text or linked supplement; coded unclear under the silence rule | f5=not located in full text or linked supplement; coded unclear under the silence rule | f6=not located in full text or linked supplement; coded unclear under the silence rule
07322a941dc6ebe16ac2a31fddd356bd726fe8dd,Boosting Adversarial Transferability through Enhanced Momentum,British Machine Vision Conference,2021,116,unclear,unclear,unclear,no,yes,unclear,"f1=not located in full text or linked supplement; coded unclear under the silence rule | f2=not located in full text or linked supplement; coded unclear under the silence rule | f3=not located in full text or linked supplement; coded unclear under the silence rule | f4=p. 1: Transferability through Enhanced Momentum Xiaosen Wang1* Jiadong Lin1* Han Hu2 Jingdong Wang2 Kun He1† 1School of Computer Science and Technology, Hua | f5=p. 1: l information about the target model. For the counterpart category of black-box at- tacks, adversarial transferability, i.e. the ability of adversar- | f6=not located in full text or linked supplement; coded unclear under the silence rule"
